Mean Runtime Report (sec.)  , 
Kernel                      , RAJA_CUDA       
Kernel                      , blkdev_occgs_256
Basic_ARRAY_OF_PTRS         ,          Not run
Basic_COPY8                 ,          Not run
Basic_DAXPY                 ,          Not run
Basic_DAXPY_ATOMIC          ,          Not run
Basic_IF_QUAD               ,          Not run
Basic_INDEXLIST             ,          Not run
Basic_INDEXLIST_3LOOP       ,          Not run
Basic_INIT3                 ,          Not run
Basic_INIT_VIEW1D           ,          Not run
Basic_INIT_VIEW1D_OFFSET    ,          Not run
Basic_MAT_MAT_SHARED        ,          Not run
Basic_MULADDSUB             ,          Not run
Basic_NESTED_INIT           ,          Not run
Basic_PI_ATOMIC             ,          Not run
Basic_PI_REDUCE             ,         0.014461
Basic_REDUCE3_INT           ,         0.013885
Basic_REDUCE_STRUCT         ,         0.043689
Basic_TRAP_INT              ,         0.018944
Basic_MULTI_REDUCE          ,          Not run
Lcals_DIFF_PREDICT          ,          Not run
Lcals_EOS                   ,          Not run
Lcals_FIRST_DIFF            ,          Not run
Lcals_FIRST_MIN             ,         0.044527
Lcals_FIRST_SUM             ,          Not run
Lcals_GEN_LIN_RECUR         ,          Not run
Lcals_HYDRO_1D              ,          Not run
Lcals_HYDRO_2D              ,          Not run
Lcals_INT_PREDICT           ,          Not run
Lcals_PLANCKIAN             ,          Not run
Lcals_TRIDIAG_ELIM          ,          Not run
Polybench_2MM               ,          Not run
Polybench_3MM               ,          Not run
Polybench_ADI               ,          Not run
Polybench_ATAX              ,          Not run
Polybench_FDTD_2D           ,          Not run
Polybench_FLOYD_WARSHALL    ,          Not run
Polybench_GEMM              ,          Not run
Polybench_GEMVER            ,          Not run
Polybench_GESUMMV           ,          Not run
Polybench_HEAT_3D           ,          Not run
Polybench_JACOBI_1D         ,          Not run
Polybench_JACOBI_2D         ,          Not run
Polybench_MVT               ,          Not run
Stream_ADD                  ,          Not run
Stream_COPY                 ,          Not run
Stream_DOT                  ,         1.548966
Stream_MUL                  ,          Not run
Stream_TRIAD                ,          Not run
Apps_CONVECTION3DPA         ,          Not run
Apps_DEL_DOT_VEC_2D         ,          Not run
Apps_DIFFUSION3DPA          ,          Not run
Apps_EDGE3D                 ,          Not run
Apps_ENERGY                 ,          Not run
Apps_FIR                    ,          Not run
Apps_LTIMES                 ,          Not run
Apps_LTIMES_NOVIEW          ,          Not run
Apps_MASS3DEA               ,          Not run
Apps_MASS3DPA               ,          Not run
Apps_MATVEC_3D_STENCIL      ,          Not run
Apps_NODAL_ACCUMULATION_3D  ,          Not run
Apps_PRESSURE               ,          Not run
Apps_VOL3D                  ,          Not run
Apps_ZONAL_ACCUMULATION_3D  ,          Not run
Algorithm_SCAN              ,          Not run
Algorithm_SORT              ,          Not run
Algorithm_SORTPAIRS         ,          Not run
Algorithm_REDUCE_SUM        ,         0.021907
Algorithm_MEMSET            ,          Not run
Algorithm_MEMCPY            ,          Not run
Algorithm_ATOMIC            ,          Not run
Algorithm_HISTOGRAM         ,          Not run
Comm_HALO_PACKING           ,          Not run
Comm_HALO_PACKING_FUSED     ,          Not run
